Time_s,Temperatura_Hotend,RPM_Motor_DC,Grosor_Filamento,Estado_Motor_DC,Estado_Fan,Estado_Extrusor,Estado_Heater
18.5,30.38,-3.06,,0,0,0,1
18.6,30.38,-3.06,,0,0,0,1
18.7,30.38,-3.32,,0,0,0,1
18.8,30.38,-2.81,,0,0,0,1
18.9,30.82,-2.55,,0,0,0,1
19.0,30.82,-3.06,,0,0,0,1
19.1,30.38,-2.81,,0,0,0,1
19.2,30.82,-3.06,,0,0,0,1
19.3,30.82,-3.06,,0,0,0,1
19.4,30.38,-2.55,,0,0,0,1
19.5,30.82,-3.06,,0,0,0,1
19.6,30.82,-3.06,,0,0,0,1
19.7,30.38,-2.81,,0,0,0,1
19.8,30.82,-3.06,,0,0,0,1
19.9,30.82,-3.06,,0,0,0,1
20.0,30.38,-3.06,,0,0,0,1
20.1,30.38,-3.06,,0,0,0,1
20.2,30.38,-2.81,,0,0,0,1
20.3,30.38,-3.06,,0,0,0,1
20.4,30.38,-3.06,,0,0,0,1
20.5,30.38,-3.06,,0,0,0,1
20.6,30.38,-3.06,,0,0,0,1
20.7,30.38,-2.81,,0,0,0,1
20.8,30.38,-3.06,,0,0,0,1
20.9,30.38,-3.06,,0,0,0,1
21.0,30.38,-2.81,,0,0,0,1
21.1,30.38,-3.06,,0,0,0,1
21.2,30.38,-3.19,,0,0,0,1
21.3,30.38,-3.06,,0,0,0,1
21.4,30.38,-3.06,,0,0,0,1
21.5,30.82,-2.81,,0,0,0,1
21.6,30.82,-3.06,,0,0,0,1
21.7,30.82,-3.06,,0,0,0,1
21.8,30.82,-3.06,,0,0,0,1
21.9,30.82,-3.06,,0,0,0,1
22.0,30.82,-3.06,,0,0,0,1
22.1,30.82,-3.06,,0,0,0,1
22.2,30.82,-3.06,,0,0,0,1
22.3,30.82,-3.06,,0,0,0,1
22.4,30.82,-2.55,,0,0,0,1
22.5,30.82,-2.81,,0,0,0,1
22.6,30.82,-3.06,,0,0,0,1
22.7,30.82,-3.32,,0,0,0,1
22.8,30.82,-3.06,,0,0,0,1
22.9,30.82,-3.06,,0,0,0,1
23.0,30.82,-3.06,,0,0,0,1
23.1,30.82,-2.81,,0,0,0,1
23.2,30.82,-3.06,,0,0,0,1
23.3,31.26,-3.06,,0,0,0,1
23.4,30.82,-3.06,,0,0,0,1
23.5,30.82,-3.06,,0,0,0,1
23.6,30.82,-3.06,,0,0,0,1
23.7,30.82,-3.06,,0,0,0,1
23.8,31.26,-3.06,,0,0,0,1
23.9,31.26,-3.32,,0,0,0,1
24.0,31.26,-3.06,,0,0,0,1
24.1,31.26,-3.06,,0,0,0,1
24.2,32.11,-3.06,,0,0,0,1
24.3,31.69,-3.06,,0,0,0,1
24.4,31.69,-2.81,,0,0,0,1
24.5,31.69,-3.06,,0,0,0,1
24.6,31.69,-3.06,,0,0,0,1
24.7,31.69,-3.06,,0,0,0,1
24.8,31.69,-3.06,,0,0,0,1
24.9,31.69,-3.06,,0,0,0,1
25.0,31.69,-3.06,,0,0,0,1
25.1,31.69,-3.06,,0,0,0,1
25.2,31.69,-2.81,,0,0,0,1
25.3,32.11,-2.55,,0,0,0,1
25.4,31.69,-2.3,,0,0,0,1
25.5,32.11,-2.55,,0,0,0,1
25.6,32.11,-3.06,,0,0,0,1
25.7,32.11,-3.06,,0,0,0,1
25.8,32.53,-3.06,,0,0,0,1
25.9,32.11,-2.81,,0,0,0,1
26.0,32.53,-3.06,,0,0,0,1
26.1,32.53,-3.06,,0,0,0,1
26.2,32.53,-3.06,,0,0,0,1
26.3,32.53,-2.55,,0,0,0,1
26.4,32.53,-1.66,,0,0,0,1
26.5,32.94,-2.3,,0,0,0,1
26.6,32.94,-3.06,,0,0,0,1
26.7,32.94,-3.06,,0,0,0,1
26.8,33.35,-3.06,,0,0,0,1
26.9,32.94,-3.06,,0,0,0,1
27.0,33.35,-3.06,,0,0,0,1
27.1,33.35,-3.06,,0,0,0,1
27.2,33.35,-3.06,,0,0,0,1
27.3,33.35,-3.06,,0,0,0,1
27.4,33.75,-3.06,,0,0,0,1
27.5,33.75,-3.06,,0,0,0,1
27.6,33.75,-3.06,,0,0,0,1
27.7,33.75,-3.06,,0,0,0,1
27.8,33.75,-2.68,,0,0,0,1
27.9,33.75,-2.55,,0,0,0,1
28.0,33.75,-2.81,,0,0,0,1
28.1,34.15,-2.81,,0,0,0,1
28.2,34.15,-2.81,,0,0,0,1
28.3,34.15,-2.04,,0,0,0,1
28.4,34.15,-2.55,,0,0,0,1
28.5,34.54,-2.3,,0,0,0,1
28.6,34.15,-2.3,,0,0,0,1
28.7,34.54,-1.79,,0,0,0,1
28.8,34.54,-2.17,,0,0,0,1
28.9,34.54,-1.66,,0,0,0,1
29.0,34.93,-2.3,,0,0,0,1
29.1,34.93,-2.04,,0,0,0,1
29.2,34.93,-1.53,,0,0,0,1
29.3,34.93,-2.04,,0,0,0,1
29.4,35.31,-1.79,,0,0,0,1
29.5,35.31,-1.79,,0,0,0,1
29.6,35.69,-1.79,,0,0,0,1
29.7,35.31,-2.04,,0,0,0,1
29.8,35.69,-2.04,,0,0,0,1
29.9,35.69,-2.04,,0,0,0,1
30.0,35.69,-2.55,,0,0,0,1
30.1,36.07,-2.55,,0,0,0,1
30.2,35.69,-1.79,,0,0,0,1
30.3,36.07,-1.28,,0,0,0,1
30.4,36.07,-0.77,,0,0,0,1
30.5,36.07,-0.77,,0,0,0,1
30.6,36.44,-1.53,,0,0,0,1
30.7,36.44,-1.79,,0,0,0,1
30.8,36.44,-2.3,,0,0,0,1
30.9,36.81,-2.04,,0,0,0,1
31.0,36.81,-2.81,,0,0,0,1
31.1,36.81,-2.04,,0,0,0,1
31.2,36.81,-2.3,,0,0,0,1
31.3,37.17,-2.3,,0,0,0,1
31.4,37.17,-2.81,,0,0,0,1
31.5,37.17,-2.3,,0,0,0,1
31.6,37.53,-2.04,,0,0,0,1
31.7,37.17,-1.79,,0,0,0,1
31.8,37.53,-2.3,,0,0,0,1
31.9,38.23,-2.3,,0,0,0,1
32.0,37.88,-1.79,,0,0,0,1
32.1,37.88,-2.04,,0,0,0,1
32.2,37.88,-2.05,,0,0,0,1
32.3,37.88,-1.8,,0,0,0,1
32.4,37.88,-1.53,,0,0,0,1
